customer_id,customer_name,books
248,Maureen Batz Sr.,"[{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-10-30"",""days_to_return"":17},{""book_id"":""0f75b8b5-13c0-469d-90a4-5a4175707d57"",""author_name"":""Marie Schiller"",""book_name"":""sympathetic paw which"",""lend_date"":""2023-07-20"",""days_to_return"":1},{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-08-01"",""days_to_return"":24}]"
249,Donald Boehm,"[]"
250,Lowell Keeling,"[{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2023-07-18"",""days_to_return"":25},{""book_id"":""29867db1-6305-4f6d-9152-b24c1f81696c"",""author_name"":""Terence Littel"",""book_name"":""conductor popcorn timbale"",""lend_date"":""2023-10-19"",""days_to_return"":29}]"
251,Andrew Monahan,"[{""book_id"":""025528bc-7752-4b6c-9ba1-1a3f66a45d99"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""yowza knowledgeably triumph"",""lend_date"":""2023-06-21"",""days_to_return"":22}]"
252,Darla MacGyver V,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-06-16"",""days_to_return"":27},{""book_id"":""ba12c823-33ff-488a-85ab-588fac403319"",""author_name"":""Irvin Towne"",""book_name"":""median or fatal"",""lend_date"":""2023-07-24"",""days_to_return"":12}]"
253,Marianne White,"[{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2023-07-31"",""days_to_return"":25},{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-08-28"",""days_to_return"":29},{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-01-30"",""days_to_return"":27},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2023-06-06"",""days_to_return"":10}]"
254,Arthur Barton,"[{""book_id"":""e21b6a41-a424-490f-bc02-e4057208fe5c"",""author_name"":""Florence Carroll"",""book_name"":""windy optimistic ponder"",""lend_date"":""2023-08-12"",""days_to_return"":23},{""book_id"":""651d6fe5-0c98-47b3-8a69-6ce7da346fe0"",""author_name"":""Marion Stark"",""book_name"":""aluminum concerning gadzooks"",""lend_date"":""2023-12-14"",""days_to_return"":11},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2023-04-24"",""days_to_return"":16}]"
255,Lynn Mueller IV,"[{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-10-07"",""days_to_return"":20},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-04-03"",""days_to_return"":16}]"
256,Henrietta Rowe,"[{""book_id"":""7b19b1b9-fb61-4894-a1a4-58e8583ff52e"",""author_name"":""Robin Aufderhar"",""book_name"":""apportion amidst blah"",""lend_date"":""2023-07-09"",""days_to_return"":24},{""book_id"":""d8be8a5f-6358-43b7-8d00-767d9cf5d25a"",""author_name"":""Irvin Towne"",""book_name"":""but that constant"",""lend_date"":""2023-05-22"",""days_to_return"":18},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-02-18"",""days_to_return"":19},{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-03-21"",""days_to_return"":10}]"
257,Mary Jerde,"[{""book_id"":""b2883074-8b3c-46f6-bc2d-93aad23050c8"",""author_name"":""Joyce Russel"",""book_name"":""gah laborer superintend"",""lend_date"":""2023-02-11"",""days_to_return"":1},{""book_id"":""55814f06-2950-4663-930b-c3fb832c0481"",""author_name"":""Erin Cole"",""book_name"":""reluctantly cohabit muted"",""lend_date"":""2023-10-21"",""days_to_return"":16},{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-06-13"",""days_to_return"":22}]"
258,Becky Gottlieb I,"[]"
259,Leland McClure,"[{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-02-27"",""days_to_return"":14},{""book_id"":""5727ff01-23af-460b-8edb-73f42b97dc58"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""yuck gladden midst"",""lend_date"":""2023-12-11"",""days_to_return"":7},{""book_id"":""e87246ca-9449-47f5-b639-478173ca27dd"",""author_name"":""Rene Waters"",""book_name"":""grasp majestically clamp"",""lend_date"":""2023-12-30"",""days_to_return"":17},{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-09-27"",""days_to_return"":10},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-08-18"",""days_to_return"":20}]"
260,Ed Kling,"[]"
261,Floyd Krajcik,"[{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-02-06"",""days_to_return"":28},{""book_id"":""d253e159-3027-4b96-917e-a2a6a9e14a7b"",""author_name"":""Maureen White"",""book_name"":""powerfully during idle"",""lend_date"":""2024-01-28"",""days_to_return"":6}]"
262,Shari Gutkowski,"[{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-03-09"",""days_to_return"":24},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-06-29"",""days_to_return"":16},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-05-09"",""days_to_return"":3},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2023-03-15"",""days_to_return"":11},{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-08-09"",""days_to_return"":27}]"
263,Wallace Hilpert,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-10-21"",""days_to_return"":9}]"
264,Patti Gerhold II,"[{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-03-10"",""days_to_return"":7},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-07-01"",""days_to_return"":12},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-07-14"",""days_to_return"":22},{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-07-16"",""days_to_return"":24}]"
265,Kristin Oberbrunner,"[{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-12-11"",""days_to_return"":25},{""book_id"":""2f230fc3-5cad-4d9e-a960-7e1f778a3865"",""author_name"":""Maureen White"",""book_name"":""whenever upliftingly professor"",""lend_date"":""2023-05-01"",""days_to_return"":1}]"
266,Van Schmitt,"[{""book_id"":""2e7c110a-36b7-45cf-a848-b5229694f194"",""author_name"":""Maureen White"",""book_name"":""bah immobilize gee"",""lend_date"":""2023-05-27"",""days_to_return"":22},{""book_id"":""55814f06-2950-4663-930b-c3fb832c0481"",""author_name"":""Erin Cole"",""book_name"":""reluctantly cohabit muted"",""lend_date"":""2023-07-04"",""days_to_return"":23},{""book_id"":""5727ff01-23af-460b-8edb-73f42b97dc58"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""yuck gladden midst"",""lend_date"":""2023-04-01"",""days_to_return"":21},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-06-25"",""days_to_return"":1}]"
267,Clyde Predovic,"[{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-03-25"",""days_to_return"":19},{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-09-08"",""days_to_return"":21},{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-04-18"",""days_to_return"":3}]"
268,Christine Green,"[{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2023-04-27"",""days_to_return"":22},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-12-15"",""days_to_return"":14},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2024-01-26"",""days_to_return"":10},{""book_id"":""e11aa8b0-6956-4fa0-937e-f7bbf9aa5a2f"",""author_name"":""Mitchell Strosin"",""book_name"":""indeed unlike loosely"",""lend_date"":""2023-12-07"",""days_to_return"":14}]"
269,Jana Von,"[{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-05-19"",""days_to_return"":28},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-08-03"",""days_to_return"":11}]"
270,Lorenzo Barton,"[{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-03-11"",""days_to_return"":11},{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-11-20"",""days_to_return"":2},{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-12-03"",""days_to_return"":12}]"
271,Claude Donnelly,"[{""book_id"":""130d8d96-e2ea-4546-9063-252e58a9fdd5"",""author_name"":""Mitchell Strosin"",""book_name"":""uh-huh but or"",""lend_date"":""2023-03-03"",""days_to_return"":28},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-10-04"",""days_to_return"":9},{""book_id"":""826bee51-a646-4b56-a6f0-157a099ca32f"",""author_name"":""Miss Ann Sporer"",""book_name"":""pave where phew"",""lend_date"":""2023-07-30"",""days_to_return"":14},{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-05-25"",""days_to_return"":6}]"
272,Jan Wilderman,"[]"
273,Cary Bins,"[{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-07-09"",""days_to_return"":1},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2024-01-16"",""days_to_return"":9},{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-07-24"",""days_to_return"":10}]"
274,Angelo VonRueden,"[{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-06-11"",""days_to_return"":23}]"
275,Ruben Sawayn,"[{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-08-08"",""days_to_return"":2},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2023-07-12"",""days_to_return"":22},{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-03-09"",""days_to_return"":12},{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-03-13"",""days_to_return"":18}]"
276,Lonnie D'Amore,"[]"
277,Antoinette Armstrong,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-11-03"",""days_to_return"":21},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-10-09"",""days_to_return"":26},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-08-17"",""days_to_return"":15},{""book_id"":""48726fce-2c15-4b86-a087-bf299f58ed36"",""author_name"":""Robin Aufderhar"",""book_name"":""fiercely yum terribly"",""lend_date"":""2023-05-20"",""days_to_return"":1},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-05-30"",""days_to_return"":2}]"
278,Brooke Runolfsdottir,"[{""book_id"":""f93ba989-fed9-4501-abbf-e5e3f1b938de"",""author_name"":""Tami Quitzon"",""book_name"":""into fries ammunition"",""lend_date"":""2023-06-06"",""days_to_return"":5},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-04-15"",""days_to_return"":3},{""book_id"":""7b19b1b9-fb61-4894-a1a4-58e8583ff52e"",""author_name"":""Robin Aufderhar"",""book_name"":""apportion amidst blah"",""lend_date"":""2023-03-23"",""days_to_return"":12},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-06-02"",""days_to_return"":26}]"
279,Molly VonRueden,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-03-08"",""days_to_return"":25},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2023-09-23"",""days_to_return"":15}]"
280,Thelma Jones,"[{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-05-01"",""days_to_return"":24},{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2024-01-19"",""days_to_return"":5},{""book_id"":""2e7c110a-36b7-45cf-a848-b5229694f194"",""author_name"":""Maureen White"",""book_name"":""bah immobilize gee"",""lend_date"":""2023-07-08"",""days_to_return"":14},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-09-23"",""days_to_return"":3},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-03-27"",""days_to_return"":4}]"
281,Audrey Witting,"[{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-05-30"",""days_to_return"":19},{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-02-17"",""days_to_return"":15},{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-03-29"",""days_to_return"":8},{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-11-27"",""days_to_return"":17},{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-04-10"",""days_to_return"":14}]"
282,Mr. Mack Gorczany,"[]"
283,Gloria Mitchell PhD,"[{""book_id"":""46a64cc4-21ee-426f-8dd2-204c3c860e1d"",""author_name"":""Erin Cole"",""book_name"":""mushy even ugh"",""lend_date"":""2023-03-19"",""days_to_return"":25},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-04-18"",""days_to_return"":8}]"
284,Marvin Daniel,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-01-30"",""days_to_return"":2}]"
285,Vickie Kuphal,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-02-23"",""days_to_return"":10},{""book_id"":""23b563de-c77d-481f-a3fc-c9abe1296656"",""author_name"":""Terrell Harvey"",""book_name"":""worth what yowza"",""lend_date"":""2023-07-01"",""days_to_return"":6},{""book_id"":""266940eb-308f-464f-89aa-74e7756f1df3"",""author_name"":""Terrell Harvey"",""book_name"":""drat loftily within"",""lend_date"":""2023-08-27"",""days_to_return"":3},{""book_id"":""b2883074-8b3c-46f6-bc2d-93aad23050c8"",""author_name"":""Joyce Russel"",""book_name"":""gah laborer superintend"",""lend_date"":""2023-08-02"",""days_to_return"":24}]"
286,Barry Swift,"[{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2024-01-19"",""days_to_return"":13}]"
287,Amos Wehner,"[]"
288,Pedro Mueller,"[{""book_id"":""651d6fe5-0c98-47b3-8a69-6ce7da346fe0"",""author_name"":""Marion Stark"",""book_name"":""aluminum concerning gadzooks"",""lend_date"":""2023-12-13"",""days_to_return"":10},{""book_id"":""23b563de-c77d-481f-a3fc-c9abe1296656"",""author_name"":""Terrell Harvey"",""book_name"":""worth what yowza"",""lend_date"":""2023-10-20"",""days_to_return"":4}]"
289,Mae Moore,"[{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-06-02"",""days_to_return"":7},{""book_id"":""07db4fb0-8a2b-4606-a525-b764aec51300"",""author_name"":""Maureen White"",""book_name"":""but quarrelsomely swank"",""lend_date"":""2023-09-21"",""days_to_return"":5},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-12-24"",""days_to_return"":27},{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-05-01"",""days_to_return"":6}]"
290,Tracy Adams,"[]"
291,Dr. Thelma Bauch,"[]"
292,Jessie Sawayn MD,"[{""book_id"":""1241526a-305d-45a9-9f59-c24f3c74e49b"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""before huzzah than"",""lend_date"":""2023-01-31"",""days_to_return"":25},{""book_id"":""7b19b1b9-fb61-4894-a1a4-58e8583ff52e"",""author_name"":""Robin Aufderhar"",""book_name"":""apportion amidst blah"",""lend_date"":""2023-11-13"",""days_to_return"":17},{""book_id"":""f772c30f-a12d-4ddb-a434-8bd009f60750"",""author_name"":""Eduardo White"",""book_name"":""crunch finally frenetically"",""lend_date"":""2023-05-13"",""days_to_return"":23}]"
293,Carlos Barrows,"[{""book_id"":""c99e4b02-57ee-4534-a370-8a75144f4ed1"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whether except eventuate"",""lend_date"":""2023-05-06"",""days_to_return"":17}]"
294,Lorena Toy,"[]"
295,Eunice Nitzsche,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-04-16"",""days_to_return"":17},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-07-23"",""days_to_return"":28},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2023-02-04"",""days_to_return"":3},{""book_id"":""3989a6c8-7fc9-4796-8371-60b2dd7f56da"",""author_name"":""Rene Waters"",""book_name"":""eek anti unto"",""lend_date"":""2023-12-09"",""days_to_return"":21},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-12-15"",""days_to_return"":1}]"
296,Jessie Parker Sr.,"[{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-08-01"",""days_to_return"":27}]"
297,Dr. Susan Thiel,"[{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-09-03"",""days_to_return"":27},{""book_id"":""64bd90e0-eb45-4df5-bd6b-c9cfe7eb999d"",""author_name"":""Rene Waters"",""book_name"":""ultimately proceedings flaunt"",""lend_date"":""2023-03-30"",""days_to_return"":14},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2023-10-03"",""days_to_return"":6},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-01-31"",""days_to_return"":17}]"
298,Casey Moen PhD,"[]"
299,Marion Will,"[{""book_id"":""211bf2e5-eecd-4058-acbb-8c51adc6047b"",""author_name"":""Marta Terry"",""book_name"":""rash aha commonly"",""lend_date"":""2023-07-30"",""days_to_return"":19},{""book_id"":""f772c30f-a12d-4ddb-a434-8bd009f60750"",""author_name"":""Eduardo White"",""book_name"":""crunch finally frenetically"",""lend_date"":""2023-06-29"",""days_to_return"":24}]"
300,Phillip McDermott,"[{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-06-19"",""days_to_return"":16},{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-02-21"",""days_to_return"":24},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-11-02"",""days_to_return"":23}]"
301,Anne Dooley,"[{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-07-21"",""days_to_return"":12}]"
302,Myron Welch,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-12-09"",""days_to_return"":4},{""book_id"":""3aeb9fb0-149c-4bc9-9584-77928c332931"",""author_name"":""Eduardo White"",""book_name"":""even wingtip since"",""lend_date"":""2023-12-22"",""days_to_return"":6},{""book_id"":""ec16e9c3-d2ed-4494-bf3c-3213138c503d"",""author_name"":""Fernando Streich"",""book_name"":""conscript descry even"",""lend_date"":""2023-03-16"",""days_to_return"":2},{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-06-28"",""days_to_return"":23}]"
303,Emma Emard,"[{""book_id"":""0f4cb001-17e3-480a-a569-f72191547a1e"",""author_name"":""Mitchell Strosin"",""book_name"":""interestingly truthful free"",""lend_date"":""2023-09-13"",""days_to_return"":23},{""book_id"":""e2a21607-ae01-413b-a35e-cdab1d051fb0"",""author_name"":""Maurice Renner"",""book_name"":""furiously hay ha"",""lend_date"":""2023-08-23"",""days_to_return"":26},{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-03-12"",""days_to_return"":24}]"
304,Sandy Becker,"[{""book_id"":""91bbd506-f3a2-468e-8297-f0c3cb765c57"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""arrangement enlightened yowza"",""lend_date"":""2023-03-02"",""days_to_return"":16}]"
